Group,Code,Stem,Mesocotyl,Coleoptile,FPL,FPLCol,PR,ARCN,SR,BreakCol,RDSD
Teosinte,Teo17,25.7,16,6.4,9.7,3.3,2.5,0,0,1,18
Teosinte,Teo17,24.8,16.1,6.5,8.7,2.2,3.1,0,0,1,18.1
Teosinte,Teo17,18.5,11.9,6.6,6.6,0,1.6,0,0,0,18.5
Teosinte,Teo17,29.6,16.7,5.4,12.9,7.5,2.3,0,0,1,18.7
Teosinte,Teo17,19.3,13.6,5.7,5.7,0,4.5,0,0,0,19.3
Teosinte,Teo17,21.7,18,3.7,3.7,0,2.4,0,0,0,21.7
Teosinte,Teo18,7.3,3.2,2.7,4.1,1.4,3,0,0,1,5.2
Teosinte,Teo18,11.3,3.7,5.1,7.6,2.5,1.9,0,0,1,5.7
Teosinte,Teo18,15.2,6.5,5.5,8.7,3.2,3.2,0,0,1,8.5
Teosinte,Teo18,20.2,7.4,5.3,12.8,7.5,2.4,0,0,1,9.4
Teosinte,Teo18,14.9,8.2,3.3,6.7,3.4,5.3,0,0,1,10.2
Teosinte,Teo18,17.9,8.4,8.1,9.5,1.4,4.6,0,0,1,10.4
Teosinte,Teo18,10.5,10.2,0.3,0.3,0,2.8,0,0,0,10.5
Teosinte,Teo18,15.2,8.5,4.5,6.7,2.2,2.6,0,0,1,10.5
Teosinte,Teo18,17.6,9,5.9,8.6,2.7,3.5,0,0,1,11
Teosinte,Teo18,15.9,9.1,5,6.8,1.8,1.5,0,0,1,11.1
Teosinte,Teo18,20.1,9.2,4,10.9,6.9,4,0,0,1,11.2
Teosinte,Teo18,20.2,9.3,4.2,10.9,6.7,5.6,0,0,1,11.3
Teosinte,Teo18,12,8,4,4,0,2,0,0,0,12
Teosinte,Teo18,23.4,10.1,4.8,13.3,8.5,2.8,0,0,1,12.1
Teosinte,Teo18,18.2,10.2,5,8,3,4.1,0,0,1,12.2
Teosinte,Teo18,18.6,10.2,5.3,8.4,3.1,3.1,0,0,1,12.2
Teosinte,Teo18,19.3,10.4,4.8,8.9,4.1,3.9,0,0,1,12.4
Teosinte,Teo18,21.8,10.5,4.5,11.3,6.8,2.3,0,0,1,12.5
Teosinte,Teo18,17.5,11,5.1,6.5,1.4,2.8,0,0,1,13
Teosinte,Teo18,19.4,11.3,6.2,8.1,1.9,2.8,0,0,1,13.3
Teosinte,Teo18,18.7,12,5.2,6.7,1.5,3.5,0,0,1,14
Teosinte,Teo18,23.8,12,6,11.8,5.8,2,0,0,1,14
Teosinte,Teo18,26.3,12,6.1,14.3,8.2,4.5,0,0,1,14
Teosinte,Teo18,29.1,12,4.2,17.1,12.9,5,0,0,1,14
Teosinte,Teo18,20.9,12.2,5.2,8.7,3.5,2.5,0,0,1,14.2
Teosinte,Teo18,22.9,12.2,6.3,10.7,4.4,5,0,0,1,14.2
Teosinte,Teo18,14.5,10.8,3.7,3.7,0,2.2,0,0,0,14.5
Teosinte,Teo18,18.4,12.7,5.1,5.7,0.6,4.1,0,0,1,14.7
Teosinte,Teo18,19.7,13.3,3.3,6.4,3.1,2,0,0,1,15.3
Teosinte,Teo18,30.5,13.5,6.8,17,10.2,5,0,0,1,15.5
Teosinte,Teo18,26.4,13.8,7,12.6,5.6,3,0,0,1,15.8
Teosinte,Teo18,28.3,14,6.8,14.3,7.5,4,0,0,1,16
Teosinte,Teo18,28.4,14,5.8,14.4,8.6,3,0,0,1,16
Teosinte,Teo18,31.1,14,4.9,17.1,12.2,3.5,0,0,1,16
Teosinte,Teo18,24.8,14.4,4.5,10.4,5.9,4.9,0,0,1,16.4
Teosinte,Teo18,16.5,12,4.5,4.5,0,3,0,0,0,16.5
Teosinte,Teo18,34.6,14.5,5.7,20.1,14.4,4.1,0,0,1,16.5
Teosinte,Teo18,31.6,15.7,5.1,15.9,10.8,2.1,0,0,1,17.7
Teosinte,Teo18,27.3,15.8,7.7,11.5,3.8,4.2,0,0,1,17.8
Teosinte,Teo18,33,16.3,5.2,16.7,11.5,3,0,0,1,18.3
Teosinte,Teo18,27.3,17.4,6.8,9.9,3.1,3.2,0,0,1,19.4
Teosinte,Teo18,35.4,20.5,5.1,14.9,9.8,3.6,0,0,1,22.5
Teosinte,Teo18,37,21,5.2,16,10.8,3.5,0,0,1,23
Teosinte,Teo19,10.4,7.8,2.6,2.6,0,2.5,0,0,0,10.4
Teosinte,Teo19,11.6,10.3,1.3,1.3,0,1.1,0,0,0,11.6
Teosinte,Teo19,12.2,9.7,2.5,2.5,0,0.5,0,0,0,12.2
Teosinte,Teo19,13.9,9.8,4.1,4.1,0,2,0,0,0,13.9
Teosinte,Teo19,17.4,12,3.4,5.4,2,3,0,0,1,14
Teosinte,Teo19,18.8,12.2,4.1,6.6,2.5,2,0,0,1,14.2
Teosinte,Teo19,14.4,11.5,2.9,2.9,0,1.5,0,0,0,14.4
Teosinte,Teo19,29.4,13.2,5.4,16.2,10.8,2,0,0,1,15.2
Teosinte,Teo19,27.2,13.6,4.3,13.6,9.3,3.2,0,0,1,15.6
Teosinte,Teo19,21.1,14.4,3.6,6.7,3.1,2.6,0,0,1,16.4
Teosinte,Teo19,23.3,14.5,5.1,8.8,3.7,3.4,0,0,1,16.5
Teosinte,Teo19,27.3,14.5,4.5,12.8,8.3,1.4,0,0,1,16.5
Teosinte,Teo19,21.8,15,4.1,6.8,2.7,2.4,0,0,1,17
Teosinte,Teo19,31.3,15,7,16.3,9.3,2.9,0,0,1,17
Teosinte,Teo19,26.9,15.8,3.2,11.1,7.9,2.7,0,0,1,17.8
Teosinte,Teo19,30.5,16,4.2,14.5,10.3,2.8,0,0,1,18
Teosinte,Teo19,20,16.1,3.7,3.9,0.2,2.3,0,0,1,18.1
Teosinte,Teo19,25.9,16.2,4.5,9.7,5.2,2,0,0,1,18.2
Teosinte,Teo19,20.2,16.7,3.3,3.5,0.2,2.4,0,0,1,18.7
Teosinte,Teo19,22.6,16.9,4,5.7,1.7,2.7,0,0,1,18.9
Teosinte,Teo19,24.1,17.1,4.6,7,2.4,1.8,0,0,1,19.1
Teosinte,Teo19,27,17.1,3.9,9.9,6,1.7,0,0,1,19.1
Teosinte,Teo19,19.6,14.5,5.1,5.1,0,1.5,0,0,0,19.6
Teosinte,Teo19,24.8,17.8,6.8,7,0.2,1.5,0,0,1,19.8
Teosinte,Teo19,25.2,18,5.2,7.2,2,3,0,0,1,20
Teosinte,Teo19,25.4,18,5,7.4,2.4,2.5,0,0,1,20
Teosinte,Teo19,30.4,18.3,5.9,12.1,6.2,2.3,0,0,1,20.3
Teosinte,Teo19,26.1,18.7,5.1,7.4,2.3,2.4,0,0,1,20.7
Teosinte,Teo19,24.2,19.4,4.2,4.8,0.6,1.2,0,0,1,21.4
Teosinte,Teo19,22.2,16.8,5.4,5.4,0,3.5,0,0,0,22.2
Teosinte,Teo19,27,20.6,5,6.4,1.4,3.2,0,0,1,22.6
Teosinte,Teo19,27.4,20.7,6.5,6.7,0.2,3.1,0,0,1,22.7
Teosinte,Teo19,29.9,20.7,5.1,9.2,4.1,2.3,0,0,1,22.7
Teosinte,Teo19,28.6,21.2,4.8,7.4,2.6,1,0,0,1,23.2
Teosinte,Teo19,33.7,22.5,5.2,11.2,6,2.6,0,0,1,24.5
Teosinte,Teo19,29.6,23,4.2,6.6,2.4,2.6,0,0,1,25
Teosinte,Teo19,37.3,23,4.2,14.3,10.1,1.5,0,0,1,25
Teosinte,Teo20,13.7,2.5,6.5,11.2,4.7,1.3,0,0,1,4.5
Teosinte,Teo20,11.2,3,3.1,8.2,5.1,1.7,0,0,1,5
Teosinte,Teo20,13.1,4.5,5.3,8.6,3.3,1.5,0,0,1,6.5
Teosinte,Teo20,10.2,4.6,4.2,5.6,1.4,2,0,0,1,6.6
Teosinte,Teo20,11.5,5,3.6,6.5,2.9,1.5,0,0,1,7
Teosinte,Teo20,14.3,7.2,4.5,7.1,2.6,2,0,0,1,9.2
Teosinte,Teo20,15.4,7.6,2.9,7.8,4.9,2.5,0,0,1,9.6
Teosinte,Teo20,17.8,8.5,4.4,9.3,4.9,1.5,0,0,1,10.5
Teosinte,Teo20,14.8,9.5,3.7,5.3,1.6,3,0,0,1,11.5
Teosinte,Teo20,14.6,10,4.5,4.6,0.1,4,0,0,1,12
Teosinte,Teo20,12.4,10,2.4,2.4,0,1.6,0,0,0,12.4
Teosinte,Teo20,20.7,11.4,4.3,9.3,5,1.7,0,0,1,13.4
Teosinte,Teo20,13.5,9.5,4,4,0,1.7,0,0,0,13.5
Teosinte,Teo20,13.9,8,5.9,5.9,0,1.3,0,0,0,13.9
Teosinte,Teo20,20.2,13,2.8,7.2,4.4,1.5,0,0,1,15
Teosinte,Teo20,20.2,13.5,3.4,6.7,3.3,2,0,0,1,15.5
Teosinte,Teo20,17.3,13.9,2.3,3.4,1.1,1.5,0,0,1,15.9
Teosinte,Teo21,20.9,10.1,5.1,10.8,5.7,1.5,0,0,1,12.1
Teosinte,Teo21,18.7,12.1,5,6.6,1.6,1.8,0,0,1,14.1
Teosinte,Teo21,29.6,12.8,4.6,16.8,12.2,1.8,0,0,1,14.8
Teosinte,Teo21,27.9,13.3,5.3,14.6,9.3,3.6,0,0,1,15.3
Teosinte,Teo21,31.5,14,5.4,17.5,12.1,2.5,0,0,1,16
Teosinte,Teo21,16.4,14,2.4,2.4,0,1.5,0,0,0,16.4
Teosinte,Teo21,24.4,14.4,2.2,10,7.8,2.1,0,0,1,16.4
Teosinte,Teo21,29.8,14.8,5.2,15,9.8,1.8,0,0,1,16.8
Teosinte,Teo21,17.2,12.7,4.5,4.5,0,1.8,0,0,0,17.2
Teosinte,Teo21,17.8,11.8,6,6,0,0.7,0,0,0,17.8
Teosinte,Teo21,23.6,16.1,4.4,7.5,3.1,1.5,0,0,1,18.1
Teosinte,Teo21,28.1,17.2,4.9,10.9,6,3.4,0,0,1,19.2
Teosinte,Teo21,25.6,17.8,4.4,7.8,3.4,2.5,0,0,1,19.8
Teosinte,Teo21,27.9,17.9,5,10,5,3.5,0,0,1,19.9
Teosinte,Teo21,29.8,18,4.6,11.8,7.2,2.2,0,0,1,20
Teosinte,Teo21,23,18.2,4,4.8,0.8,2.3,0,0,1,20.2
Teosinte,Teo21,24,18.7,4.6,5.3,0.7,1.8,0,0,1,20.7
Teosinte,Teo21,27.8,18.7,4.2,9.1,4.9,2.6,0,0,1,20.7
Teosinte,Teo21,25.9,19,6,6.9,0.9,1.6,0,0,1,21
Teosinte,Teo21,26.1,19,4.3,7.1,2.8,3.2,0,0,1,21
Teosinte,Teo21,21.5,16.6,4.9,4.9,0,2,0,0,0,21.5
Teosinte,Teo21,28.1,19.5,4.6,8.6,4,3.1,0,0,1,21.5
Teosinte,Teo21,26.4,19.9,4.2,6.5,2.3,2.2,0,0,1,21.9
Teosinte,Teo21,36.8,19.9,4.4,16.9,12.5,3.5,0,0,1,21.9
Teosinte,Teo21,27.1,20,5.7,7.1,1.4,8.5,0,0,1,22
Teosinte,Teo21,29.5,20,4.2,9.5,5.3,2,0,0,1,22
Teosinte,Teo21,26.9,20.2,5.5,6.7,1.2,2.7,0,0,1,22.2
Teosinte,Teo21,35.2,20.2,6.6,15,8.4,3.8,0,0,1,22.2
Teosinte,Teo21,22.5,18.6,3.9,3.9,0,1.5,0,0,0,22.5
Teosinte,Teo21,30.6,21,4.8,9.6,4.8,2.7,0,0,1,23
Teosinte,Teo21,29.6,21.2,4.6,8.4,3.8,2.6,0,0,1,23.2
Teosinte,Teo21,35.9,21.9,4.6,14,9.4,2.6,0,0,1,23.9
Teosinte,Teo21,31.8,22.3,5.1,9.5,4.4,2,0,0,1,24.3
Teosinte,Teo21,31.2,22.4,5,8.8,3.8,2.8,0,0,1,24.4
Teosinte,Teo21,24.8,19.8,5,5,0,2.2,0,0,0,24.8
Teosinte,Teo21,25.8,20.7,5.1,5.1,0,2.1,0,0,0,25.8
Teosinte,Teo21,25.9,20,5.9,5.9,0,2.5,0,0,0,25.9
Teosinte,Teo21,26.3,21.4,4.9,4.9,0,1.7,0,0,0,26.3
Teosinte,Teo21,35.9,25.1,5,10.8,5.8,2.4,0,0,1,27.1
Teosinte,Teo21,27.2,20.4,6.8,6.8,0,1.7,0,0,0,27.2
Teosinte,Teo21,28.6,22.4,6.2,6.2,0,2,0,0,0,28.6
Teosinte,Teo21,32.7,25,7.7,7.7,0,1.4,0,0,0,32.7
Teosinte,Teo22,17.2,10,4.7,7.2,2.5,2.5,0,0,1,12
Teosinte,Teo22,17.3,10,6.6,7.3,0.7,3,0,0,1,12
Teosinte,Teo22,16.9,10.2,4.6,6.7,2.1,2,0,0,1,12.2
Teosinte,Teo22,21.1,12.5,4.5,8.6,4.1,2.5,0,0,1,14.5
Teosinte,Teo22,22.3,13.4,6.2,8.9,2.7,2,0,0,1,15.4
Teosinte,Teo22,26.7,13.4,4.5,13.3,8.8,2,0,0,1,15.4
Teosinte,Teo22,18.1,14.5,2.3,3.6,1.3,1.8,0,0,1,16.5
Teosinte,Teo22,21.9,15.7,3.1,6.2,3.1,1,0,0,1,17.7
Teosinte,Teo22,26,16.3,4.4,9.7,5.3,1.8,0,0,1,18.3
Teosinte,Teo22,27.1,16.4,3.8,10.7,6.9,2.3,0,0,1,18.4
Teosinte,Teo22,29.2,16.8,4.4,12.4,8,2.8,0,0,1,18.8
Teosinte,Teo22,24.4,17.2,3.2,7.2,4,2,0,0,1,19.2
Teosinte,Teo22,26,18.5,2.3,7.5,5.2,1,0,0,1,20.5
Teosinte,Teo22,20.8,17.6,3.2,3.2,0,0.7,0,0,0,20.8
Teosinte,Teo22,30.6,19.5,7.7,11.1,3.4,1.2,0,0,1,21.5
Teosinte,Teo22,26.5,19.6,3.6,6.9,3.3,2.3,0,0,1,21.6
Teosinte,Teo22,22.4,19.7,2.3,2.7,0.4,1.8,0,0,1,21.7
Teosinte,Teo22,28.3,19.7,4,8.6,4.6,2.4,0,0,1,21.7
Teosinte,Teo22,29.2,19.7,2.8,9.5,6.7,2.5,0,0,1,21.7
Teosinte,Teo22,30.4,19.7,3.1,10.7,7.6,1.7,0,0,1,21.7
Teosinte,Teo22,28.8,19.8,4,9,5,2.3,0,0,1,21.8
Teosinte,Teo22,25.1,20.1,3.7,5,1.3,1,0,0,1,22.1
Teosinte,Teo22,22.8,20.2,2.3,2.6,0.3,0.5,0,0,1,22.2
Teosinte,Teo22,24.8,20.6,2.8,4.2,1.4,2.4,0,0,1,22.6
Teosinte,Teo22,25.4,20.7,3.1,4.7,1.6,2.7,0,0,1,22.7
Teosinte,Teo22,29.8,20.8,3.4,9,5.6,1.2,0,0,1,22.8
Teosinte,Teo22,23,20.9,2.1,2.1,0,2.3,0,0,0,23
Teosinte,Teo22,28,21,4,7,3,2.5,0,0,1,23
Teosinte,Teo22,35.7,21,5.4,14.7,9.3,2.1,0,0,1,23
Teosinte,Teo22,28.1,21.3,4.4,6.8,2.4,2.6,0,0,1,23.3
Teosinte,Teo22,33.5,21.6,4.6,11.9,7.3,1.6,0,0,1,23.6
Teosinte,Teo22,26.7,21.8,2.9,4.9,2,1.7,0,0,1,23.8
Teosinte,Teo22,23.9,20.5,3.4,3.4,0,1,0,0,0,23.9
Teosinte,Teo22,26.5,21.9,3.7,4.6,0.9,3.4,0,0,1,23.9
Teosinte,Teo22,25.1,22,2.5,3.1,0.6,1.4,0,0,1,24
Teosinte,Teo22,35.3,22,3.6,13.3,9.7,4,0,0,1,24
Teosinte,Teo22,27.4,23.3,3,4.1,1.1,1.7,0,0,1,25.3
Teosinte,Teo22,31,23.4,4.9,7.6,2.7,2.4,0,0,1,25.4
Teosinte,Teo22,26.1,23,3.1,3.1,0,1,0,0,0,26.1
Teosinte,Teo22,32.6,24.5,5.1,8.1,3,1.8,0,0,1,26.5
Teosinte,Teo23,11.6,4,5.7,7.6,1.9,3.6,0,0,1,6
Teosinte,Teo23,16.6,4.3,5.1,12.3,7.2,3.5,0,0,1,6.3
Teosinte,Teo23,10.3,5,5,5.3,0.3,2.1,0,0,1,7
Teosinte,Teo23,12.2,5,5.1,7.2,2.1,4.5,0,0,1,7
Teosinte,Teo23,14.5,5,4.4,9.5,5.1,3.2,0,0,1,7
Teosinte,Teo23,18.9,5.1,5,13.8,8.8,3.5,0,0,1,7.1
Teosinte,Teo23,13.7,6.3,5.4,7.4,2,3,0,0,1,8.3
Teosinte,Teo23,15.8,6.3,6.9,9.5,2.6,4,0,0,1,8.3
Teosinte,Teo23,14.1,7,6.1,7.1,1,7.3,0,0,1,9
Teosinte,Teo23,16.2,7.5,3.9,8.7,4.8,2,0,0,1,9.5
Teosinte,Teo23,22.3,8,4.6,14.3,9.7,4,0,0,1,10
Teosinte,Teo23,15.7,8.1,5.1,7.6,2.5,3.5,0,0,1,10.1
Teosinte,Teo23,17.8,8.3,5.7,9.5,3.8,5.5,0,0,1,10.3
Teosinte,Teo23,18,9,5.2,9,3.8,2.3,0,0,1,11
Teosinte,Teo23,22,9.1,4,12.9,8.9,4,0,0,1,11.1
Teosinte,Teo23,15.5,9.3,4.2,6.2,2,1.4,0,0,1,11.3
Teosinte,Teo23,15,9.5,3.4,5.5,2.1,1.3,0,0,1,11.5
Teosinte,Teo23,12.9,7.3,5.6,5.6,0,3.2,0,0,0,12.9
Teosinte,Teo23,14.5,11,1.5,3.5,2,3,0,0,1,13
Teosinte,Teo23,13.3,10.5,2.8,2.8,0,3,0,0,0,13.3
Teosinte,Teo23,23.4,11.7,4.1,11.7,7.6,3,0,0,1,13.7
Teosinte,Teo23,26.5,14,4.5,12.5,8,1.9,0,0,1,16
Teosinte,Teo23,18.5,14,4.5,4.5,0,4,0,0,0,18.5
Teosinte,Teo24,10.2,1.2,5.6,9,3.4,2.5,0,0,1,3.2
Teosinte,Teo24,9.7,2.5,2.1,7.2,5.1,1.7,0,0,1,4.5
Teosinte,Teo24,8.3,5.3,2.6,3,0.4,3,0,0,1,7.3
Teosinte,Teo24,11.8,6.3,2.9,5.5,2.6,1.1,0,0,1,8.3
Teosinte,Teo24,10.4,6.5,3.5,3.9,0.4,2,0,0,1,8.5
Teosinte,Teo24,13.3,6.5,4,6.8,2.8,2.5,0,0,1,8.5
Teosinte,Teo24,15.7,7,4.6,8.7,4.1,3.5,0,0,1,9
Teosinte,Teo24,15.1,7.1,4.6,8,3.4,3,0,0,1,9.1
Teosinte,Teo24,11.6,7.5,3.5,4.1,0.6,1,0,0,1,9.5
Teosinte,Teo24,10.2,8.5,1.7,1.7,0,2.5,0,0,0,10.2
Teosinte,Teo24,14.5,8.3,3,6.2,3.2,1.7,0,0,1,10.3
Teosinte,Teo24,15.1,9.1,5.5,6,0.5,1.7,0,0,1,11.1
Teosinte,Teo24,12.5,11.3,1.2,1.2,0,2.5,0,0,0,12.5
Teosinte,Teo24,13.5,11,1.2,2.5,1.3,2.5,0,0,1,13
Teosinte,Teo24,19.4,11.8,4.3,7.6,3.3,1.3,0,0,1,13.8
Teosinte,Teo24,21.3,12.3,4.5,9,4.5,4.5,0,0,1,14.3
Teosinte,Teo24,19.9,13,4.4,6.9,2.5,2,0,0,1,15
Teosinte,Teo24,21.6,13.1,6,8.5,2.5,3.2,0,0,1,15.1
Teosinte,Teo24,24.7,13.5,3.5,11.2,7.7,1.5,0,0,1,15.5
Teosinte,Teo24,23,14.2,3,8.8,5.8,2.5,0,0,1,16.2
Teosinte,Teo24,17.2,14.5,2.3,2.7,0.4,1.1,0,0,1,16.5
Teosinte,Teo24,18.9,15.2,3,3.7,0.7,1.4,0,0,1,17.2
Teosinte,Teo24,21.4,15.4,2.9,6,3.1,1.5,0,0,1,17.4
Teosinte,Teo24,18,16,2,2,0,1.7,0,0,0,18
Teosinte,Teo24,19,16.6,2.4,2.4,0,1,0,0,0,19
Teosinte,Teo24,24.6,17,4.5,7.6,3.1,2,0,0,1,19
Teosinte,Teo25,15.2,6.5,3.6,8.7,5.1,3,0,0,1,8.5
Teosinte,Teo25,13.4,8.4,4.3,5,0.7,1.9,0,0,1,10.4
Teosinte,Teo25,19.7,9.1,5.4,10.6,5.2,2.5,0,0,1,11.1
Teosinte,Teo25,19.2,10.1,3.3,9.1,5.8,3.5,0,0,1,12.1
Teosinte,Teo25,21.4,11.7,3.7,9.7,6,2.8,0,0,1,13.7
Teosinte,Teo25,21.5,13,3,8.5,5.5,1.5,0,0,1,15
Teosinte,Teo25,24.5,13.5,3.7,11,7.3,2.3,0,0,1,15.5
Teosinte,Teo25,16.5,14,2.5,2.5,0,2.4,0,0,0,16.5
Teosinte,Teo25,24.9,15,3.4,9.9,6.5,2.2,0,0,1,17
Teosinte,Teo25,25.2,15,5.3,10.2,4.9,1.5,0,0,1,17
Teosinte,Teo25,27.9,16.4,3.5,11.5,8,1.5,0,0,1,18.4
Teosinte,Teo25,27.2,16.5,3.6,10.7,7.1,1.8,0,0,1,18.5
Teosinte,Teo26,18.2,10.5,4.9,7.7,2.8,4.7,0,0,1,12.5
Teosinte,Teo26,19.8,10.5,5.1,9.3,4.2,6,0,0,1,12.5
Teosinte,Teo26,21.9,11.2,4.1,10.7,6.6,4.3,0,0,1,13.2
Teosinte,Teo26,19.3,11.8,6.2,7.5,1.3,3,0,0,1,13.8
Teosinte,Teo26,24.3,12.1,4.2,12.2,8,3.5,0,0,1,14.1
Teosinte,Teo26,27.3,12.5,6,14.8,8.8,3.5,0,0,1,14.5
Teosinte,Teo26,22.6,14.2,4.5,8.4,3.9,2.2,0,0,1,16.2
Teosinte,Teo26,30.2,15,3.4,15.2,11.8,4.2,0,0,1,17
Teosinte,Teo26,25.2,15.2,5.1,10,4.9,4,0,0,1,17.2
Teosinte,Teo26,24.8,15.5,4,9.3,5.3,3.7,0,0,1,17.5
Teosinte,Teo26,21.7,15.6,5.5,6.1,0.6,5.5,0,0,1,17.6
Teosinte,Teo26,28,16.4,5.5,11.6,6.1,4,0,0,1,18.4
Teosinte,Teo26,23.3,17.3,4.5,6,1.5,3.5,0,0,1,19.3
Teosinte,Teo26,30,19,5.4,11,5.6,2,0,0,1,21
Teosinte,Teo26,36.7,21.2,5.2,15.5,10.3,4.2,0,0,1,23.2
Teosinte,Teo26,23.9,20.3,3.6,3.6,0,2.5,0,0,0,23.9
Tripsacum,Trip1,2.4,1.8,0.6,0.6,0,1,0,0,0,2.4
Tripsacum,Trip1,4.2,3.3,0.9,0.9,0,1.5,0,0,0,4.2
Tripsacum,Trip1,5.5,4.7,0.8,0.8,0,2.7,0,0,0,5.5
Tripsacum,Trip1,7.5,6.5,1,1,0,2.1,0,0,0,7.5
Tripsacum,Trip1,7.6,6.1,1.5,1.5,0,1.1,0,0,0,7.6
Tripsacum,Trip1,8,6.6,1.4,1.4,0,2,0,0,0,8
Tripsacum,Trip1,8.1,6.9,1.2,1.2,0,1.6,0,0,0,8.1
Tripsacum,Trip1,8.3,7,1.3,1.3,0,2.5,0,0,0,8.3
Tripsacum,Trip1,8.3,7,1.3,1.3,0,3,0,0,0,8.3
Tripsacum,Trip1,8.3,7.2,1.1,1.1,0,1.2,0,0,0,8.3
Tripsacum,Trip1,8.6,7,1.6,1.6,0,3.2,0,0,0,8.6
Tripsacum,Trip1,8.8,7.1,1.7,1.7,0,1.7,0,0,0,8.8
Tripsacum,Trip1,9.1,8,1.1,1.1,0,1.3,0,0,0,9.1
Tripsacum,Trip1,9.2,8.3,0.9,0.9,0,6.3,0,0,0,9.2
Tripsacum,Trip1,9.3,7.6,1.7,1.7,0,1.2,0,0,0,9.3
Tripsacum,Trip1,10.8,9,1.8,1.8,0,1.5,0,0,0,10.8
Tripsacum,Trip1,11.1,9.3,1.8,1.8,0,2.6,0,0,0,11.1
Tripsacum,Trip1,11.3,9.6,1.7,1.7,0,1.2,0,0,0,11.3
Tripsacum,Trip1,12.5,10.3,2.2,2.2,0,1.7,0,0,0,12.5
Tripsacum,Trip1,13,11.1,1.9,1.9,0,1.4,0,0,0,13
Tripsacum,Trip1,13.1,11.2,1.9,1.9,0,1.9,0,0,0,13.1
Tripsacum,Trip1,14,11.9,2.1,2.1,0,2,0,0,0,14
Tripsacum,Trip1,14.4,12,2.4,2.4,0,1.1,0,0,0,14.4
Tripsacum,Trip1,14.9,12.8,2.1,2.1,0,1.1,0,0,0,14.9
Tripsacum,Trip1,15.2,12,3.2,3.2,0,2,0,0,0,15.2
Tripsacum,Trip1,17.2,15.7,1.5,1.5,0,6.1,0,0,0,17.2
Tripsacum,Trip1,18.5,16.9,1.6,1.6,0,4,0,0,0,18.5
Tripsacum,Trip10,17.1,15.2,1.9,1.9,0,4.2,0,0,0,17.1
Tripsacum,Trip11,16.4,14.6,1.8,1.8,0,1.6,0,0,0,16.4
Tripsacum,Trip2,2.5,2.1,0.4,0.4,0,1,0,0,0,2.5
Tripsacum,Trip2,4.7,4,0.7,0.7,0,1.5,0,0,0,4.7
Tripsacum,Trip2,5,4.3,0.7,0.7,0,2.7,0,0,0,5
Tripsacum,Trip2,8,7.2,0.8,0.8,0,1.5,0,0,0,8
Tripsacum,Trip2,11.1,10.1,1,1,0,1,0,0,0,11.1
Tripsacum,Trip2,13,11.9,1.1,1.1,0,2,0,0,0,13
Tripsacum,Trip2,13.6,12.3,1.3,1.3,0,1.5,0,0,0,13.6
Tripsacum,Trip2,14,12.8,1.2,1.2,0,2.3,0,0,0,14
Tripsacum,Trip2,14.2,13,1.2,1.2,0,1.2,0,0,0,14.2
Tripsacum,Trip2,14.4,13.2,1.2,1.2,0,2.3,0,0,0,14.4
Tripsacum,Trip2,15.1,13.9,1.2,1.2,0,1.6,0,0,0,15.1
Tripsacum,Trip2,15.6,14.5,1.1,1.1,0,1.6,0,0,0,15.6
Tripsacum,Trip2,15.6,14.5,1.1,1.1,0,1,0,0,0,15.6
Tripsacum,Trip2,16.1,14.5,1.6,1.6,0,1,0,0,0,16.1
Tripsacum,Trip2,16.8,15.3,1.5,1.5,0,3,0,0,0,16.8
Tripsacum,Trip2,17.3,15.5,1.8,1.8,0,0.8,0,0,0,17.3
Tripsacum,Trip2,17.6,16.1,1.5,1.5,0,3.1,0,0,0,17.6
Tripsacum,Trip2,18.7,17.1,1.6,1.6,0,1.2,0,0,0,18.7
Tripsacum,Trip2,19.5,18.2,1.3,1.3,0,2,0,0,0,19.5
Tripsacum,Trip2,19.7,17.8,1.9,1.9,0,1.5,0,0,0,19.7
Tripsacum,Trip3,4.2,2.8,1.4,1.4,0,2.6,0,0,0,4.2
Tripsacum,Trip3,7.2,6.2,1,1,0,4.2,0,0,0,7.2
Tripsacum,Trip3,10.1,8.9,1.2,1.2,0,4.5,0,0,0,10.1
Tripsacum,Trip3,10.3,8.9,1.4,1.4,0,2.7,0,0,0,10.3
Tripsacum,Trip3,23.2,16.9,3.5,3.5,0,2.4,0,0,0,23.2
Tripsacum,Trip4,3.9,3.5,0.4,0.4,0,0.8,0,0,0,3.9
Tripsacum,Trip4,4.8,4,0.8,0.8,0,3.2,0,0,0,4.8
Tripsacum,Trip4,7.3,6.2,1.1,1.1,0,6,0,0,0,7.3
Tripsacum,Trip4,7.3,6.7,0.6,0.6,0,1.4,0,0,0,7.3
Tripsacum,Trip4,7.5,6.3,1.2,1.2,0,4.3,0,0,0,7.5
Tripsacum,Trip4,7.6,6.4,1.2,1.2,0,1.6,0,0,0,7.6
Tripsacum,Trip4,7.8,6,1.8,1.8,0,4.3,0,0,0,7.8
Tripsacum,Trip4,8.6,7.2,1.4,1.4,0,4.7,0,0,0,8.6
Tripsacum,Trip4,9.6,8.8,0.8,0.8,0,1.8,0,0,0,9.6
Tripsacum,Trip4,9.8,9,0.8,0.8,0,2.5,0,0,0,9.8
Tripsacum,Trip4,10.9,9.5,1.4,1.4,0,1.2,0,0,0,10.9
Tripsacum,Trip4,11,9.9,1.1,1.1,0,1.3,0,0,0,11
