Group,Code,Stem,Mesocotyl,Coleoptile,FPL,FPLCol,PR,ARCN,SR,BreakCol,RDSD
Maize,IH1,4.9,3.8,1.1,1.1,0,18.5,0,2,0,4.9
Teosinte,Teo1,19,7.4,9.3,11.6,2.3,6,0,0,1,9.4
Teosinte,Teo1,12.6,8.2,2.9,4.4,1.5,1,0,0,1,10.2
Teosinte,Teo1,12.2,9,3.2,3.2,0,4,0,0,0,12.2
Teosinte,Teo1,12.8,10.8,2,2,0,4,0,0,0,12.8
Teosinte,Teo1,13.7,11.3,2.4,2.4,0,2.5,0,0,0,13.7
Teosinte,Teo1,14.2,10,4.2,4.2,0,2,0,0,0,14.2
Teosinte,Teo1,14.3,9.7,4.6,4.6,0,3,0,0,0,14.3
Teosinte,Teo1,21.2,12.9,7.1,8.3,1.2,1.8,0,0,1,14.9
Teosinte,Teo1,23.6,13.5,5.8,10.1,4.3,4,0,0,1,15.5
Teosinte,Teo1,15.7,10.2,5.5,5.5,0,5,0,0,0,15.7
Teosinte,Teo1,18.7,13.9,4.6,4.8,0.2,8,0,0,1,15.9
Teosinte,Teo1,17.6,14,3.4,3.6,0.2,3.2,0,0,1,16
Teosinte,Teo1,30.7,14.2,6.4,16.5,10.1,5.5,0,0,1,16.2
Teosinte,Teo1,22.1,14.5,6.6,7.6,1,4,0,0,1,16.5
Teosinte,Teo1,17.1,12.2,4.9,4.9,0,1.6,0,0,0,17.1
Teosinte,Teo1,17.4,12.5,4.9,4.9,0,3,0,0,0,17.4
Teosinte,Teo1,25.6,16,6.9,9.6,2.7,4,0,0,1,18
Teosinte,Teo1,18.1,16.1,2,2,0,3.1,0,0,0,18.1
Teosinte,Teo1,32.7,16.2,5.3,16.5,11.2,3.2,0,0,1,18.2
Teosinte,Teo1,18.6,12.7,5.9,5.9,0,5,0,0,0,18.6
Teosinte,Teo1,23.3,16.8,4.5,6.5,2,3.5,0,0,1,18.8
Teosinte,Teo1,19,16.8,2.2,2.2,0,2,0,0,0,19
Teosinte,Teo1,27,18,6.4,9,2.6,4,0,0,1,20
Teosinte,Teo1,20.4,17.2,3.2,3.2,0,5.4,0,0,0,20.4
Teosinte,Teo1,32.3,19,6.8,13.3,6.5,7,0,0,1,21
Teosinte,Teo1,24.7,19.2,4.1,5.5,1.4,3.5,0,0,1,21.2
Teosinte,Teo1,25,19.5,4.6,5.5,0.9,3.8,0,0,1,21.5
Teosinte,Teo1,27.9,20,7.4,7.9,0.5,4.8,0,0,1,22
Teosinte,Teo1,31.4,20.2,4.6,11.2,6.6,3,0,0,1,22.2
Teosinte,Teo1,23.5,19.4,4.1,4.1,0,6.2,0,0,0,23.5
Teosinte,Teo1,33.6,21.5,7.2,12.1,4.9,5,0,0,1,23.5
Teosinte,Teo1,25.6,17,8.6,8.6,0,5.7,0,0,0,25.6
Teosinte,Teo1,31.2,24.2,6.1,7,0.9,5,0,0,1,26.2
Teosinte,Teo1,26.5,24,2.5,2.5,0,3.6,0,0,0,26.5
Teosinte,Teo1,27,23,4,4,0,4.3,0,0,0,27
Teosinte,Teo1,29.6,23.1,6.5,6.5,0,4.6,0,0,0,29.6
Teosinte,Teo1,31.5,21.5,10,10,0,4.7,0,0,0,31.5
Teosinte,Teo1,36,30,6,6,0,4.5,0,0,0,36
Teosinte,Teo1,37.9,25.9,12,12,0,4.1,0,0,0,37.9
Teosinte,Teo2,1.1,9.2,1.8,1.8,0,2.5,0,0,0,1.1
Teosinte,Teo2,4.5,3.8,0.7,0.7,0,2.3,0,0,0,4.5
Teosinte,Teo2,4.9,4.1,0.8,0.8,0,3.6,0,0,0,4.9
Teosinte,Teo2,6.1,5.3,1,1,0,7.3,0,0,0,6.1
Teosinte,Teo2,8.8,7.5,1.3,1.3,0,1.5,0,0,0,8.8
Teosinte,Teo2,9,7.3,1.4,1.4,0,1.6,0,0,0,9
Teosinte,Teo2,9.3,7.3,2,2,0,3.1,0,0,0,9.3
Teosinte,Teo2,9.8,8.5,1.1,1.1,0,3.7,0,0,0,9.8
Teosinte,Teo2,10,9.4,0.6,0.6,0,2.8,0,0,0,10
Teosinte,Teo2,10.1,9.4,0.7,0.7,0,1.6,0,0,0,10.1
Teosinte,Teo2,10.1,8.2,1.9,1.9,0,1.4,0,0,0,10.1
Teosinte,Teo2,10.1,7.9,2.2,2.2,0,4.2,0,0,0,10.1
Teosinte,Teo2,13.7,8.5,4.4,5.2,0.8,3.7,0,0,1,10.5
Teosinte,Teo2,21.5,8.5,5.4,13.5,8.1,1.2,0,1,1,10.5
Teosinte,Teo2,10.8,9.9,0.9,0.9,0,2.4,0,0,0,10.8
Teosinte,Teo2,11.4,8.7,2.8,1.7,0,3,0,0,0,11.4
Teosinte,Teo2,11.6,9.5,1.7,1.7,0,2.8,0,0,0,11.6
Teosinte,Teo2,11.9,10.7,1.2,1.2,0,2.5,0,0,0,11.9
Teosinte,Teo2,11.9,9.9,2,2,0,5.9,0,0,0,11.9
Teosinte,Teo2,12.2,5,7.5,7.5,0,1,0,0,0,12.2
Teosinte,Teo2,12.3,10.3,2,2,0,2,0,0,0,12.3
Teosinte,Teo2,12.5,10.3,2.3,2,0,2.5,0,0,0,12.5
Teosinte,Teo2,12.7,11.8,0.9,0.9,0,1.2,0,0,0,12.7
Teosinte,Teo2,23.9,11.2,6.2,12.8,6.6,2.4,0,0,1,13.2
Teosinte,Teo2,16,11.3,3.8,4.5,0.7,6.6,0,0,1,13.3
Teosinte,Teo2,13.5,11.6,1.7,1.7,0,2.3,0,0,0,13.5
Teosinte,Teo2,13.6,10.3,3.4,3.4,0,4.8,0,0,0,13.6
Teosinte,Teo2,14.8,12.9,2,1.6,0,1.3,0,0,0,14.8
Teosinte,Teo2,15.3,13.5,2.3,2.3,0,3.5,0,0,0,15.3
Teosinte,Teo2,32,13.6,12.3,18.4,6.1,2.6,0,0,1,15.6
Teosinte,Teo2,24.6,14.1,4.2,10.8,6.6,2,0,0,1,16.1
Teosinte,Teo2,16.2,14.3,1.9,1.9,0,2.1,0,0,0,16.2
Teosinte,Teo2,16.5,14.7,1.5,1.5,0,1.1,0,0,0,16.5
Teosinte,Teo2,16.5,13.8,2.7,2.7,0,2.1,0,0,0,16.5
Teosinte,Teo2,16.8,14.5,2.5,1.8,0,2.8,0,0,0,16.8
Teosinte,Teo2,17.2,12.1,5.2,5.2,0,2.3,0,0,0,17.2
Teosinte,Teo2,17.7,12.9,14.8,14.8,0,1.4,0,1,0,17.7
Teosinte,Teo2,18,13.3,5,5,0,3.4,0,0,0,18
Teosinte,Teo2,18.3,14.4,3.8,3.5,0,3.5,0,0,0,18.3
Teosinte,Teo2,18.4,13.6,4.9,4.9,0,2.1,0,0,0,18.4
Teosinte,Teo2,18.5,17.2,1.3,1.3,0,2.1,0,0,0,18.5
Teosinte,Teo2,18.6,16.3,2.4,2.4,0,4.2,0,0,0,18.6
Teosinte,Teo2,18.7,17.6,1.3,1.3,0,1.7,0,0,0,18.7
Teosinte,Teo2,18.8,16,2.8,1.5,0,2.8,0,0,0,18.8
Teosinte,Teo2,19.2,15,4.1,2.8,0,2.2,0,0,0,19.2
Teosinte,Teo2,37.2,17.3,17.2,19.8,2.6,0.3,0,0,1,19.3
Teosinte,Teo2,24.7,17.6,6,7.2,1.2,0.9,0,0,1,19.6
Teosinte,Teo2,27.8,17.8,7.5,9.3,1.8,1.5,0,0,1,19.8
Teosinte,Teo2,24.2,18.3,5.5,5.7,0.2,3.7,0,0,1,20.3
Teosinte,Teo2,20.4,16.2,4.2,4.2,0,2.4,0,0,0,20.4
Teosinte,Teo2,20.5,14.6,6.4,6.4,0,1.8,0,0,0,20.5
Teosinte,Teo2,40.8,18.6,8,21.8,13.8,3,0,0,1,20.6
Teosinte,Teo2,21.2,17,3.9,3,0,4.5,0,0,0,21.2
Teosinte,Teo2,21.2,12.2,8.8,8.8,0,2.7,0,0,0,21.2
Teosinte,Teo2,26.2,19.5,4.7,6.6,1.9,1.5,0,0,1,21.5
Teosinte,Teo2,35.6,20,7,15.4,8.4,2.4,0,0,1,22
Teosinte,Teo2,22.3,17,5.4,5.1,0,2.5,0,0,0,22.3
Teosinte,Teo2,29.5,21.7,4.8,7.4,2.6,1.8,0,0,1,23.7
Teosinte,Teo2,23.8,20.8,3,3,0,1.6,0,0,0,23.8
Teosinte,Teo2,33.5,22,5.2,11.6,6.4,2,0,0,1,24
Teosinte,Teo2,24.1,20.1,4,4,0,2,0,0,0,24.1
Teosinte,Teo2,24.2,15.4,6,6,0,2.2,0,0,0,24.2
Teosinte,Teo2,24.4,20,4.4,4.4,0,2.6,0,0,0,24.4
Teosinte,Teo2,25.5,19.8,6.2,6.2,0,3,0,0,0,25.5
Teosinte,Teo2,35,23.9,8.8,11.5,2.7,3.7,0,0,1,25.9
Teosinte,Teo2,27.9,22,5.8,4.3,0,1.8,0,0,0,27.9
Teosinte,Teo2,41.5,26.6,6.6,26.2,19.6,3.1,0,0,1,28.6
Teosinte,Teo2,31.9,23,9.5,9.5,0,2.6,0,0,0,31.9
Teosinte,Teo2,41,31.3,8.8,9.3,0.5,6.1,0,0,1,33.3
Teosinte,Teo2,36.5,26.7,8.9,8.9,0,3.4,0,0,0,36.5
Teosinte,Teo3,12.5,5.5,6.9,7,0.1,2.8,0,0,1,7.5
Teosinte,Teo3,10.6,7.4,3.2,3.2,0,1.5,0,0,0,10.6
Teosinte,Teo3,16.5,9.5,5.2,7,1.8,1.7,0,0,1,11.5
Teosinte,Teo3,19.8,10.6,2.7,9.2,6.5,3.7,0,0,1,12.6
Teosinte,Teo3,24.4,11.3,5.2,13.1,7.9,2.6,0,0,1,13.3
Teosinte,Teo3,13.5,9,4.5,4.5,0,5,0,0,0,13.5
Teosinte,Teo3,18.1,12.1,3.5,6,2.5,2.7,0,0,1,14.1
Teosinte,Teo3,18.3,12.3,3,6,3,3.5,0,0,1,14.3
Teosinte,Teo3,18.3,13.8,4.2,4.5,0.3,2.6,0,0,1,15.8
Teosinte,Teo3,25.1,13.9,3.6,11.2,7.6,1.9,0,0,1,15.9
Teosinte,Teo3,23.7,14.1,3.9,9.6,5.7,2.1,0,0,1,16.1
Teosinte,Teo3,25,15.1,4.7,9.9,5.2,2,0,0,1,17.1
Teosinte,Teo3,27.2,15.2,5.8,12,6.2,2.7,0,0,1,17.2
Teosinte,Teo3,28.4,15.6,5.3,12.8,7.5,3.2,0,0,1,17.6
Teosinte,Teo3,29.8,16.1,4.6,13.7,9.1,2.2,0,0,1,18.1
Teosinte,Teo3,28.6,16.5,3.8,12.1,8.3,3,0,0,1,18.5
Teosinte,Teo3,30.8,16.7,4,14.1,10.1,3,0,0,1,18.7
Teosinte,Teo3,31.2,16.7,4,14.5,10.5,5.5,0,0,1,18.7
Teosinte,Teo3,23,17.8,2.7,5.2,2.5,2.5,0,0,1,19.8
Teosinte,Teo3,31.2,17.8,4.7,13.4,8.7,2.1,0,0,1,19.8
Teosinte,Teo3,25.4,17.9,3.8,7.5,3.7,2.3,0,0,1,19.9
Teosinte,Teo3,30.1,18.4,4.8,11.7,6.9,2.5,0,0,1,20.4
Teosinte,Teo3,26.4,18.5,3.2,7.9,4.7,2.2,0,0,1,20.5
Teosinte,Teo3,28.7,18.7,3.4,10,6.6,2.5,0,0,1,20.7
Teosinte,Teo3,34.1,18.8,4.4,15.3,10.9,1.4,0,0,1,20.8
Teosinte,Teo3,28.9,19,3,9.9,6.9,2,0,0,1,21
Teosinte,Teo3,25.6,19.1,2.1,6.5,4.4,4,0,0,1,21.1
Teosinte,Teo3,26.6,19.5,2.7,7.1,4.4,3,0,0,1,21.5
Teosinte,Teo3,28,19.7,7.4,8.3,0.9,2.5,0,0,1,21.7
Teosinte,Teo3,34.1,20,5.7,14.1,8.4,2.5,0,0,1,22
Teosinte,Teo3,22.2,19.5,2.7,2.7,0,2.1,0,0,0,22.2
Teosinte,Teo3,30.8,20.2,6.5,10.6,4.1,2.7,0,0,1,22.2
Teosinte,Teo3,31.6,21.1,3.1,10.5,7.4,2.6,0,0,1,23.1
Teosinte,Teo3,29.8,21.4,5.3,8.4,3.1,2.3,0,0,1,23.4
Teosinte,Teo3,33.8,26.8,3,7,4,2.1,0,0,1,28.8
Teosinte,Teo4,4,3,1,1,0,2,0,0,0,4
Teosinte,Teo4,7,4,3,3,0,2,0,0,0,7
Teosinte,Teo4,9.3,7.3,2,2,0,3.5,0,0,0,9.3
Teosinte,Teo4,9.5,8.4,1.1,1.1,0,2.7,0,0,0,9.5
Teosinte,Teo4,13.5,7.5,4.9,6,1.1,3,0,0,1,9.5
Teosinte,Teo4,9.6,8.5,1.1,1.1,0,2.9,0,0,0,9.6
Teosinte,Teo4,10.4,8.9,1.5,1.5,0,3.7,0,0,0,10.4
Teosinte,Teo4,10.5,8.5,2,2,0,4.3,0,0,0,10.5
Teosinte,Teo4,10.6,6.6,4,4,0,1.5,0,0,0,10.6
Teosinte,Teo4,11.5,9,2.5,2.5,0,1.6,0,0,0,11.5
Teosinte,Teo4,12,10,2,2,0,4.2,0,0,0,12
Teosinte,Teo4,12,6,6,6,0,2,0,0,0,12
Teosinte,Teo4,12.6,9,3.6,3.6,0,2.5,0,0,0,12.6
Teosinte,Teo4,17,10.7,4.7,6.3,1.6,3.7,0,0,1,12.7
Teosinte,Teo4,13.7,11,2.7,2.7,0,4,0,0,0,13.7
Teosinte,Teo4,16.7,12,4.4,4.7,0.3,6,0,0,1,14
Teosinte,Teo4,14.1,11.3,2.8,2.8,0,4,0,0,0,14.1
Teosinte,Teo4,24,13,4.5,11,6.5,1.5,0,0,1,15
Teosinte,Teo4,15.4,10.2,5.2,5.2,0,2.5,0,0,0,15.4
Teosinte,Teo4,25.9,14,5.7,11.9,6.2,4,0,0,1,16
Teosinte,Teo4,19.4,14.4,4.3,5,0.7,1.5,0,0,1,16.4
Teosinte,Teo4,16.7,14,2.7,2.7,0,6.2,0,0,0,16.7
Teosinte,Teo4,16.9,12,4.9,4.9,0,2,0,0,0,16.9
Teosinte,Teo4,26.6,15,5,11.6,6.6,2,0,0,1,17
Teosinte,Teo4,17.2,12.7,4.5,4.5,0,1.8,0,0,0,17.2
Teosinte,Teo4,17.9,16,1.9,1.9,0,4.6,0,0,0,17.9
Teosinte,Teo4,18.2,14.6,3.6,3.6,0,2.8,0,0,0,18.2
Teosinte,Teo4,18.4,14,4.4,4.4,0,3.5,0,0,0,18.4
Teosinte,Teo4,19.1,13.6,5.5,5.5,0,2.4,0,0,0,19.1
Teosinte,Teo4,19.2,16.2,3,3,0,3.3,0,0,0,19.2
Teosinte,Teo4,22,17.5,3.7,4.5,0.8,1.9,0,0,1,19.5
Teosinte,Teo4,19.8,14,5.8,5.8,0,3,0,0,0,19.8
Teosinte,Teo4,25.8,18.8,6.6,7,0.4,3.4,0,0,1,20.8
Teosinte,Teo4,24.7,19.4,4.7,5.3,0.6,2.2,0,0,1,21.4
Teosinte,Teo4,21.8,14,7.8,7.8,0,4,0,0,0,21.8
Teosinte,Teo4,21.9,17.3,4.6,4.6,0,1.8,0,0,0,21.9
Teosinte,Teo4,22.1,17.2,4.9,4.9,0,2,0,0,0,22.1
Teosinte,Teo4,33.5,22.4,5.3,11.1,5.8,3.5,0,0,1,24.4
Teosinte,Teo5,5.5,4.7,0.8,0.8,0,2,0,0,0,5.5
Teosinte,Teo5,5.6,5,0.6,0.6,0,2,0,0,0,5.6
Teosinte,Teo5,6.3,4,2.3,2.3,0,7,0,0,0,6.3
Teosinte,Teo5,7,6.3,0.7,0.7,0,2.5,0,0,0,7
Teosinte,Teo5,9.4,7.8,1.6,1.6,0,3,0,0,0,9.4
Teosinte,Teo5,9.7,8.3,1.4,1.4,0,3,0,0,0,9.7
Teosinte,Teo5,10.6,8.5,2.1,2.1,0,2,0,0,0,10.6
Teosinte,Teo5,11.1,9.6,1.5,1.5,0,2.7,0,0,0,11.1
Teosinte,Teo5,12.3,11.2,1.1,1.1,0,3.4,0,0,0,12.3
Teosinte,Teo5,12.7,9.7,3,3,0,10.5,0,0,0,12.7
Teosinte,Teo5,13.9,12,1.9,1.9,0,2,0,0,0,13.9
Teosinte,Teo5,17.8,13,4.3,4.8,0.5,7,0,0,1,15
Teosinte,Teo5,15.3,10.3,5,5,0,3.7,0,0,0,15.3
Teosinte,Teo5,18.6,16.6,2,2,0,2,0,0,0,18.6
Teosinte,Teo5,19.1,17.1,2,2,0,3,0,0,0,19.1
Teosinte,Teo5,30.4,17.5,7.6,12.9,5.3,2.6,0,0,1,19.5
Teosinte,Teo5,19.7,17.5,2.2,2.2,0,2.5,0,0,0,19.7
Teosinte,Teo5,20.3,16,4.3,4.3,0,2,0,0,0,20.3
Teosinte,Teo5,20.8,18.7,2.1,2.1,0,2.6,0,0,0,20.8
Teosinte,Teo5,20.9,14.8,6.1,6.1,0,2.5,0,0,0,20.9
Teosinte,Teo5,30.7,20.6,6,10.1,4.1,1.5,0,0,1,22.6
Teosinte,Teo5,23,19,4,4,0,3.6,0,0,0,23
Teosinte,Teo5,23.5,20,3.5,3.5,0,2.2,0,0,0,23.5
Teosinte,Teo5,23.8,20.1,3.7,3.7,0,2.8,0,0,0,23.8
Teosinte,Teo5,34.2,23,6,11.2,5.2,2.3,0,0,1,25
Teosinte,Teo5,37.4,23.2,9,14.2,5.2,3.2,0,0,1,25.2
Teosinte,Teo5,30.7,24.1,5.3,6.6,1.3,3,0,0,1,26.1
Teosinte,Teo5,29.6,25,3.5,4.6,1.1,3.4,0,0,1,27
Teosinte,Teo5,35.5,25,8,10.5,2.5,3,0,0,1,27
Teosinte,Teo5,39.1,25.5,4.8,13.6,8.8,2.3,0,0,1,27.5
Teosinte,Teo5,28,23.7,4.3,4.3,0,2.5,0,0,0,28
Teosinte,Teo5,35.5,26.2,8,9.3,1.3,2.5,0,0,1,28.2
Teosinte,Teo5,39.1,30,7.2,9.1,1.9,2.5,0,0,1,32
Teosinte,Teo5,41.1,31,4.4,10.1,5.7,2,0,0,1,33
Teosinte,Teo5,38.5,29.7,8.8,8.8,0,2,0,0,0,38.5
Teosinte,Teo6,14.6,9.5,2.8,5.1,2.3,4.3,0,0,1,11.5
Teosinte,Teo6,18.8,12.7,4,6.1,2.1,3.7,0,0,1,14.7
Teosinte,Teo6,20.1,13.5,4.3,6.6,2.3,4.5,0,0,1,15.5
Teosinte,Teo6,29.7,14.7,6.9,15,8.1,1.3,0,0,1,16.7
Teosinte,Teo6,23.4,15,3.8,8.4,4.6,0.8,0,0,1,17
Teosinte,Teo6,27.4,15.3,4.1,12.1,8,2.5,0,0,1,17.3
Teosinte,Teo6,23.7,15.5,4.2,8.2,4,3.5,0,0,1,17.5
Teosinte,Teo6,29.3,17,4.9,12.3,7.4,3,0,0,1,19
Teosinte,Teo6,39,17,5.1,22,16.9,3,0,0,1,19
Teosinte,Teo6,22.3,17.1,2.8,5.2,2.4,2,0,0,1,19.1
Teosinte,Teo6,19.2,14.8,4.4,4.4,0,2,0,0,0,19.2
Teosinte,Teo6,31.2,17.8,3.8,13.4,9.6,5.5,0,0,1,19.8
Teosinte,Teo6,26.7,18,3.6,8.7,5.1,4.5,0,0,1,20
Teosinte,Teo6,28.9,18,3.7,10.9,7.2,2.7,0,0,1,20
Teosinte,Teo6,32.1,18.2,6,13.9,7.9,2.6,0,0,1,20.2
Teosinte,Teo6,20.5,16.8,3.7,3.7,0,3.8,0,0,0,20.5
Teosinte,Teo6,20.5,15,5.5,5.5,0,4,0,0,0,20.5
Teosinte,Teo6,23.3,18.7,3.2,4.6,1.4,4.2,0,0,1,20.7
Teosinte,Teo6,35.7,18.7,6.7,17,10.3,3.5,0,0,1,20.7
Teosinte,Teo6,32.9,19,5.7,13.9,8.2,2.8,0,0,1,21
Teosinte,Teo6,31.3,19.5,3.3,11.8,8.5,4.3,0,0,1,21.5
Teosinte,Teo6,21.7,16.8,4.9,4.9,0,3.9,0,0,0,21.7
Teosinte,Teo6,30,19.7,2.7,10.3,7.6,1.7,0,0,1,21.7
Teosinte,Teo6,26.2,20.7,3.4,5.5,2.1,3.7,0,0,1,22.7
Teosinte,Teo6,23.1,19.7,3.4,3.4,0,3.2,0,0,0,23.1
Teosinte,Teo6,27.5,21.1,3.5,6.4,2.9,3.9,0,0,1,23.1
Teosinte,Teo6,34,21.2,3,12.8,9.8,4.3,0,0,1,23.2
Teosinte,Teo6,23.5,19.9,3.6,3.6,0,4.3,0,0,0,23.5
Teosinte,Teo6,32.5,22,4.7,10.5,5.8,3.4,0,0,1,24
Teosinte,Teo6,33.3,22,3.1,11.3,8.2,2.6,0,0,1,24
Teosinte,Teo6,36.3,22,3.4,14.3,10.9,5.5,0,0,1,24
Teosinte,Teo6,31.3,23.1,4,8.2,4.2,3.7,0,0,1,25.1
Teosinte,Teo6,29.4,23.4,4.5,6,1.5,3.1,0,0,1,25.4
Teosinte,Teo6,32.8,23.6,3.9,9.2,5.3,1,0,0,1,25.6
Teosinte,Teo6,31.1,24.5,5.8,6.6,0.8,4,0,0,1,26.5
Teosinte,Teo6,35,25,3.1,10,6.9,2.8,0,0,1,27
Teosinte,Teo6,33.5,25.5,4.2,8,3.8,4,0,0,1,27.5
Teosinte,Teo6,33.6,26,5.5,7.6,2.1,2.6,0,0,1,28
Teosinte,Teo6,40.1,27.5,4.4,12.6,8.2,2.7,0,0,1,29.5
Teosinte,Teo6,36.4,27.9,3.6,8.5,4.9,2.7,0,0,1,29.9
Teosinte,Teo6,34,28.5,5.2,5.5,0.3,3.2,0,0,1,30.5
Teosinte,Teo6,39.6,32,3.6,7.6,4,3.6,0,0,1,34
Teosinte,Teo7,4.4,3.2,1.2,1.2,0,5.2,0,0,0,4.4
Teosinte,Teo7,5.1,4.4,0.6,0.7,0.1,2.2,0,0,1,5.8
Teosinte,Teo7,5.8,4.3,1.5,1.5,0,4,0,0,0,5.8
Teosinte,Teo7,6.6,4.5,2.1,2.1,0,7,0,0,0,6.6
Teosinte,Teo7,7.7,4.8,2.9,2.9,0,3.5,0,0,0,7.7
Teosinte,Teo7,11.1,7.5,3,3.6,0.6,2.8,0,0,1,9.5
Teosinte,Teo7,11.2,7.5,2.7,3.7,1,3,0,0,1,9.5
Teosinte,Teo7,9.7,8.9,0.8,0.8,0,2,0,0,0,9.7
Teosinte,Teo7,9.7,7.8,1.9,1.9,0,5,0,0,0,9.7
Teosinte,Teo7,10,7.2,2.8,2.8,0,3.5,0,0,0,10
Teosinte,Teo7,10.1,8.6,1.5,1.5,0,4.3,0,0,0,10.1
Teosinte,Teo7,12.4,8.3,3.1,4.1,1,2.5,0,0,1,10.3
Teosinte,Teo7,10.4,8.6,1.8,1.8,0,1.5,0,0,0,10.4
Teosinte,Teo7,11.5,10.4,1.1,1.1,0,2.8,0,0,0,11.5
Teosinte,Teo7,12.4,8.7,3.7,3.7,0,2,0,0,0,12.4
Teosinte,Teo7,12.7,10,2.7,2.7,0,1.5,0,0,0,12.7
Teosinte,Teo7,14,12.9,1.1,1.1,0,2.6,0,0,0,14
Teosinte,Teo7,17.2,12.8,4,4.4,0.4,5,0,0,1,14.8
Teosinte,Teo7,15.5,14,1.5,1.5,0,3.7,0,0,0,15.5
Teosinte,Teo7,15.6,11.5,4.1,4.1,0,3.5,0,0,0,15.6
Teosinte,Teo7,18,14.5,3.5,3.5,0,3.5,0,0,0,18
Teosinte,Teo7,18.2,15.2,3,3,0,2.3,0,0,0,18.2
Teosinte,Teo7,20,14.5,5.5,5.5,0,4.5,0,0,0,20
Teosinte,Teo7,21.5,15.5,6,6,0,3.5,0,0,0,21.5
Teosinte,Teo7,29.3,19.7,8.7,9.6,0.9,5,0,0,1,21.7
Teosinte,Teo7,26.4,21.8,4.5,4.6,0.1,2.9,0,0,1,23.8
Teosinte,Teo7,27.7,23.3,4.4,4.4,0,2.4,0,0,0,27.7
Teosinte,Teo7,35.4,27,7.4,8.4,1,4,0,0,1,29
Teosinte,Teo7,38.4,29,5.9,9.4,3.5,3.5,0,0,1,31
Teosinte,Teo8,12.3,10.8,1.5,1.5,0,2.6,0,0,0,12.3
Teosinte,Teo8,13.8,12.7,1.1,1.1,0,3.4,0,0,0,13.8
Teosinte,Teo8,15.4,13.7,1.7,1.7,0,3.3,0,0,0,15.4
Teosinte,Teo8,15.5,12.2,3.3,3.3,0,3.7,0,0,0,15.5
Teosinte,Teo8,17.6,14.5,2.5,3.1,0.6,1.8,0,0,1,16.5
Teosinte,Teo8,28.4,16.4,7,12,5,3,0,0,1,18.4
Teosinte,Teo8,19.3,13.4,5.9,5.9,0,3.6,0,0,0,19.3
Teosinte,Teo8,19.8,17.1,2.7,2.7,0,3.9,0,0,0,19.8
Teosinte,Teo8,31.8,18,6.9,13.8,6.9,3.1,0,0,1,20
Teosinte,Teo8,20.5,16,4.5,4.5,0,3.3,0,0,0,20.5
Teosinte,Teo8,33.2,20.2,8.1,13,4.9,4.5,0,0,1,22.2
Teosinte,Teo8,23.2,20.3,2.6,2.9,0.3,1.2,0,0,1,22.3
Teosinte,Teo8,29.7,20.7,3,9,6,2,0,0,1,22.7
Teosinte,Teo8,22.8,16.6,6.2,6.2,0,3.1,0,0,0,22.8
Teosinte,Teo8,23.3,19.3,4,4,0,3.1,0,0,0,23.3
Teosinte,Teo8,23.4,20.3,3.1,3.1,0,3.2,0,0,0,23.4
Teosinte,Teo8,24.1,21.1,3,3,0,3,0,0,0,24.1
Teosinte,Teo8,24.8,17.8,7,7,0,3.5,0,0,0,24.8
Teosinte,Teo8,25.4,21.9,3.5,3.5,0,3.4,0,0,0,25.4
Teosinte,Teo8,25.4,20.8,4.6,4.6,0,2.7,0,0,0,25.4
Teosinte,Teo8,32.2,23.5,5.3,8.7,3.4,3.6,0,0,1,25.5
Teosinte,Teo8,25.8,20.5,5.3,5.3,0,1.5,0,0,0,25.8
Teosinte,Teo8,26.2,19.8,6.4,6.4,0,4,0,0,0,26.2
Teosinte,Teo8,26.3,18,8.3,8.3,0,3.5,0,0,0,26.3
Teosinte,Teo8,27.5,20.5,7,7,0,2.5,0,0,0,27.5
Teosinte,Teo8,27.8,23.2,4.6,4.6,0,1.8,0,0,0,27.8
Teosinte,Teo8,28.1,21.8,6.3,6.3,0,1.3,0,0,0,28.1
Teosinte,Teo8,28.4,22.7,5.7,5.7,0,3.4,0,0,0,28.4
Teosinte,Teo8,29,25,4,4,0,3.6,0,0,0,29
Teosinte,Teo8,29,24.9,4.1,4.1,0,2.9,0,0,0,29
Teosinte,Teo8,29,24,5,5,0,2,0,0,0,29
Teosinte,Teo8,29.7,23.5,6.2,6.2,0,3.4,0,0,0,29.7
Teosinte,Teo8,36.1,28.2,6.1,7.9,1.8,2.5,0,0,1,30.2
Teosinte,Teo8,30.3,24.1,6.2,6.2,0,3.7,0,0,0,30.3
Teosinte,Teo8,30.7,26.7,4,4,0,3.6,0,0,0,30.7
Teosinte,Teo8,36.6,29,7.6,7.6,0,3.7,0,0,0,36.6
Teosinte,Teo9,22.8,11,9,11.8,2.8,2.5,0,0,1,13
Teosinte,Teo9,15.7,12,3.2,3.7,0.5,3.5,0,0,1,14
Teosinte,Teo9,20.9,12.7,3,8.2,5.2,2.5,0,0,1,14.7
Teosinte,Teo9,15.2,12,3.2,3.2,0,1.5,0,0,0,15.2
Teosinte,Teo9,15.7,12,3.7,3.7,0,2,0,0,0,15.7
Teosinte,Teo9,18.3,13.8,3.8,4.5,0.7,3.7,0,0,1,15.8
Teosinte,Teo9,28.1,15,3.6,13.1,9.5,2.7,0,0,1,17
Teosinte,Teo9,19.8,15.2,3.6,4.6,1,2,0,0,1,17.2
Teosinte,Teo9,32.4,16,9,16.4,7.4,2.5,0,0,1,18
Teosinte,Teo9,22.6,16.2,5.6,6.4,0.8,3,0,0,1,18.2
